1.00000	0.00000
0.99893	0.00039
0.99572	0.00156
0.99039	0.00349
0.98296	0.00610
0.97347	0.00932
0.96194	0.01303
0.94844	0.01716
0.93301	0.02166
0.91573	0.02652
0.89668	0.03171
0.87592	0.03717
0.85355	0.04283
0.82967	0.04863
0.80438	0.05453
0.77779	0.06048
0.75000	0.06642
0.72114	0.07227
0.69134	0.07795
0.66072	0.08341
0.62941	0.08858
0.59755	0.09341
0.56526	0.09785
0.53270	0.10185
0.50000	0.10538
0.46730	0.10837
0.43474	0.11076
0.40245	0.11248
0.37059	0.11345
0.33928	0.11361
0.30866	0.11294
0.27886	0.11141
0.25000	0.10903
0.22221	0.10584
0.19562	0.10190
0.17033	0.09726
0.14645	0.09195
0.12408	0.08607
0.10332	0.07970
0.08427	0.07283
0.06699	0.06541
0.05156	0.05753
0.03806	0.04937
0.02653	0.04118
0.01704	0.03303
0.00961	0.02489
0.00428	0.01654
0.00107	0.00825
0.00000	0.00075
